Title,Service_Request_Count
"VWITS_Could you please install Mozilla on my, laptop?",1
VWITS_Could you please install this software to my PC?,1
VWITS_Could you please provide a dock,1
VWITS_Could you please provide me the access to the kira resource V:VWAG_COCOADEVSTACK_RDR,1
VWITS_Could you please provide me the kira access for VWAG_GEP_OC_VIEW?,1
VWITS_Could you please provide remote access to following server:,1
VWITS_Confluence Access request/Role assignment-V:VWAG_COCOADEVSTACK_RDR-UCN1ZYV,1
VWITS_Confluence Access request/Role assignment-V:VWAG_COCOADEVSTACK_RDR-UD2BEI9,1
VWITS_Confluence Access request/Role assignment-V:VWAG_COCOADEVSTACK_RDR-UQIMQ9X,1
VWITS_Confluence Access request/Role assignment-V:VWAG_COCOADEVSTACK_RDR-UX7DGMN,1
VWITS_Confluence Access request/Role assignment-V:VWAG_COCOADEVSTACK_RDR-WVFQFID,1
VWITS_Confluence Access request/Roll assignment-V:VWAG_COCOADEVSTACK_RDR-,1
VWITS_Could you please provide us access to Reporting-> Business Objects to the below mentioned id’s:,1
VWITS_Could you please revoke my (SIPWZKP) GitHub Copilot access?,1
VWITS_Could you please update Visual Studio code to the latest stable version?,1
VWITS_Couldn't find any applications in self-service portal,1
VWITS_Create DL is not working hence had to raise as other >> other. Please create a DL named Digital Solutions IN DL MAN and make me the owner,1
VWITS_Create Dev stack account access.,1
VWITS_Create a GPO with given details and link our laptop to it. Do let us know for further information required.,1
"VWITS_Create a request to install SAP GUI in my laptop, from myServe portal we do not have authentication",1
VWITS_Create a ticket requesting access to COCOA DEVSTACK RESOURCE,1
VWITS_Create five sub folders in Finance folder Finance_5001 (\\\\VWVIRCSFS),1
VWITS_Create request for IMS access,1
VWITS_Create request to install SAP GUI in my laptop. From myServ portal we dont have authentication,1
VWITS_Connect Laptop to Office Printer,1
"VWITS_Copilot cannot be used with office network \""vw-group\""",1
"VWITS_Copilot is not working properly, so I want to update the Visual Studio IDE",1
VWITS_Correction in Sharepoint URL.,1
VWITS_Creation of Dev Stack Account Aniket Wale \tAGOKWXU \taniket.wale@vwgds.in \t107795,1
VWITS_Creation of Dev stack account Mahendra Papan Bitake  GI4X8CT  mahendra.bitake@vwgds.in  107786,1
VWITS_Creation of Unix Account,1
VWITS_Creation of a Distribution List Digital Solutions IN DL SAP Platform Service,1
"VWITS_Creation of devStack Account Dongare, Rahul \tSL54HNK\trahul.dongare@vwgds.in 107983",1
VWITS_Creation of unix account Mahendra Papan Bitake  GI4X8CT  mahendra.bitake@vwgds.in  107786,1
VWITS_Current CATIA software Version is R32 need to update R34 version.,1
"VWITS_Current CATIA version R32, need to upgrade it to R34",1
"VWITS_Current CATIA version is R32, and it is needed to upgrade R34.",1
VWITS_Current storage of the laptop is 256GB.,1
"VWITS_Current version of the slack app is no longer supported in my laptop, need to update the version",1
"VWITS_Currently I am added to the Gurugram DL mailing list. But as I got transferred to Pune, can you please add me in Pune DL as I am not getting any communication emails from Pune Dl.  Name: Rohit Bidwe User : EUM2KZT  Please let me know if you need any",1
VWITS_Could you please provide the SIM card charges with plan for international calling to Czech,1
VWITS_Could you please provide the access for the KIRA,1
VWITS_Could you please provide the dock for my system as I am not able to connect headphones because of less number of usb slot in my laptop,1
VWITS_Could you please provide the following information for the DLP (POC)?,1
VWITS_Create virtual card,1
VWITS Required kira access,1
VWITS admin credential to enable extensions,1
VWITS headset is out of warranty and ear cushon is got pilled off,1
VWITS laptop is showing non compliant,1
VWITS – Request to Set VW Theme as Default in PowerPoint,1
VWITS-  Need to add Mac Address for DEP,1
VWITS- #A1# [CM1770798228] SECURITY ADVISORY; Microsoft Security Patches for February 2026; Version 1; Priority 1,1
VWITS- #A1# [CM1773234016] SECURITY ADVISORY; Aruba Networks - AOS-CX - Multiple Vulnerabilities; Version 1; Priority 1,1
"VWITS- #A2# [CM1769520913] SECURITY ADVISORY; Microsoft - Microsoft Office LTSC 2024, Office, Microsoft Office LTSC 2021, 365 Apps - bypassing security measures; Version 1; Priority 2",1
VWITS- #A2# [CM1774011019] SECURITY ADVISORY; Microsoft - 365 Copilot - Multiple Vulnerabilities; Version 1; Priority 2,1
VWITS- 'K-SRM User ID Creation Form' requester details.,1
VWITS - Require Device Detail  || ENT32PUNPUN043355,1
VWITS - SIM Card,1
VWITS - SSL vulnerability mitigate on controller 10.104.124.39,1
VWITS_Creating ticket on the half of sneha mule (Emp id: 105140). Check point is not working unable to connect,1
VWITS_DecStack acces for  VWITS_ VWAG_COCOA_RDR,1
"VWITS_Delete Hostname form SCCM , Need to Delete AD EPO",1
VWITS_Delete from AD>,1
VWITS_Delete old host name from AD,1
VWITS_Cushions on my headphones are worn out,1
VWITS_CyberArk Access,1
VWITS_Czech Branch office employees would like to be able to create  Private channels in Teams.,1
VWITS_D-017ethernet  port  VR room  hudson 5 floor not working,1
VWITS_DL Addition - VWITS DL PL VWITS_BLR,1
"VWITS_DOORS App not visible in citrix login , refer RR22098476 access already provided.",1
VWITS_DbVisualizer 12.1 Uninstallation.,1
VWITS_DbVisualizer 23.2 Uninstallation.,1
"VWITS_Dear IT Support Team,  I am currently unable to log in to DBVisualizer because my RSA token is locked. Could you please assist me in unlocking the RSA token so that I can continue with my tasks on DBVisualizer?  Thank you for your prompt support",1
"VWITS_Dear IT Support Team, I would like to request the installation of PostgreSQL and pgAdmin on my system for project/development purposes. These tools are required to work with databases and manage them effectively. Software required:  PostgreSQL (late",1
"VWITS_Dear Team,  Please add the following KIRA resources to the account id (W7Q71LN).  V:V-UNIXWOB V:VWAG_CMDB_VW_USER V:VWAG_COCOADEVSTACK_RDR V:VWAG_GROUPFIND_USER V:VWAG_NEW_AD  V:VWAG_VWDMS_USER",1
VWITS_Create the following folders: C:\\Program Files (x86)\\Mobatek\\MobaXterm,1
VWITS_Delete old host name in AD:,1
VWITS_Delete old hostname in AD,1
VWITS_Demo MTR configuration for Ganges Boardroom 9th floor,1
VWITS_Details information related to all my IT assets which are in my name.,1
VWITS_Dev account set up,1
"VWITS_Dear Team, I am facing an issue with VS Code while running python code. Request your support. Thankyou!",1
"VWITS_Dear Team, I kindly request a wired mouse on a temporary and urgent basis. Your prompt assistance will be greatly appreciated. Thank you.",1
"VWITS_Dear Team, Need help in VS code error when running Python program.",1
"VWITS_Dear Team, Need the remote access for mentioned system.",1
"VWITS_Dear Team, Please help me to update the docker desktop version to the latest because I have received email about the same from security team. Thanks",1
"VWITS_Dear Team, Request to install Python on my system.",1
"VWITS_Dear Team, Request to install following software on the new tower machine which was the replacement of the expired machine. CATIA, CONNECTClient (8.2.0.80), TecnomatixPSonCo.    Project wise drive, project wise, conclien",1
"VWITS_Dear Team, Request to update the CATIA version to CATIA V5-6R2024 SP03..",1
"VWITS_Dear Team, Request to update the CONNECT software version to 8.2.17 .",1
"VWITS_Dear team, I am working as license manager and I have Service ownership of few forms in My serve, while for this form I need an access to support my team \""SC Ticket Template Administration\"". Could you please provide an access?",1
"VWITS_Dear team, kindly add me in ORG level Groups. So that i can receive ORG level mails and will get updates. please find below ID -  Digital Solutions IN DL PUNE <VWVIDLPLGROUPIT_RCC@volkswagen.co.in>; Digital Solutions IN DL GGN <VWITS.GGN@volkswagen.",1
VWITS_DevAccess for  VWITS_VWAG_COCOA_RDR (for LSO) resource access UserID VWAG_COCOA_RDR (for LSO),1
VWITS_DevStack Access Required for Project Purpose,1
VWITS_DevStack Access is not yet provided. Previous request was closed but the issue is not yet resolved . (Previous request RR22849369 )),1
VWITS_DevStack Account Access:,1
VWITS_DevStack Account creation,1
VWITS_DevStack access approved by Suhail Fazal Sir,1
VWITS_DevStack access required,1
VWITS_DevStack account creation,1
"VWITS_DevStack creation  Jawanjal, Sidharth\tATJD1QP \tsidharth.jawanjal@vwgds.in 107978",1
VWITS_Devstack,1
VWITS_Delete old host name in AD 23rd_May_2025_Ganges,1
VWITS_Delete old host name in AD : IIINPUNCLPC0048 IIINPUNCLPC0319 IIINPUNCLPC0320 IIINPUNCLPC0321 IIINPUNCLPC0322 IIINPUNCLPC0327 IIINPUNCLPC0330,1
VWITS_Delete old host name in AD : VWVITHLPUB5593,1
VWITS_Delete old host name in AD I,1
VWITS_Delete old host name in AD V,1
VWITS_Delete old host name in AD- Remove from AD\tRemove from SCCM\tRemove from AD\tRemove from EPO VWVITHLBLR416\tYes\tPending\tPending VWVITHLBLR435\tYes\tPending\tPending VWVITHLBLR376\tYes\tPending\tPending VWVITHLBLR382\tYes\tPending\tPending VWVITHL,1
VWITS_Dev stack tools access and Bitbucket,1
VWITS_DevAccess for  VWITS_VWAG_COCOA_RDR (for LSO) resource access UserID V:VWAG_COCOADEVSTACK_RDR,1
VWITS - Singtel both link upgradation activity CR procced for PIR,1
VWITS - TUFIN portal access,1
VWITS - Technical discussion on Userful(new project) with client,1
VWITS - Two LAN port require at Hudson 5th floor location,1
VWITS - Zscaler password reset,1
VWITS -Outlook PST request for adding into Outlook data files,1
VWITS -Please added T2 Account ID,1
VWITS -Recording access for teams meeting,1
VWITS -VWAG_COCOA_RDR (for LSO) resource access:V-B2B-EXPORT,1
VWITS Laptop has low storage and getting slow,1
VWITS - Headset,1
VWITS - IT Asset Requisition requester details_Apple MacBook,1
VWITS - IT Asset Requisition' requester details,1
VWITS_DevAccess for  VWITS_VWAG_COCOA_RDR (for LSO) resource access UserID V:VWAG_COCOADEV_RDR,1
VWITS_Devstack Account creation,1
VWITS_Devstack access,1
VWITS_Devstack access for VWITS_VWAG_COCOA_RDR (for LSO) resource access UserID V:VWAG_COCOADEVSTACK_RDR,1
VWITS_Devstack account creation for below mentioned user,1
VWITS_Devstack and J-Frog Access,1
VWITS_Did not receive laptop charger rather got two docker chargers need to exchange one,1
VWITS_Didn't receive headphone.,1
VWITS_Digi support shared mailbox is over loaded,1
VWITS_Disable Zscaler to run project,1
"VWITS_Disc space is full, laptop working slow",1
VWITS_Disc space is very low. Need help to delete temporary files,1
VWITS_Disk space is full,1
VWITS_Disk space is full. require cleanup,1
VWITS_Display port dongle/adapter for monitor connection,1
VWITS_Do VWITS has any team or point of contact who works on Automation or similar tools?,1
VWITS_Dev stack account creation,1
"VWITS_Due to upgarde in Zscaler, My home wifi is getting connect but internet is not accessible, this is might MTU size mismatch.",1
VWITS_During Teams call we have faced Network variation issue.,1
VWITS_E3 license not assign to my mail,1
"VWITS_E3 license not assigned to MS office , mail id:arushi.bhat@volkswagen.co.in",1
VWITS_Earlier I could edit pdfs via Adobe Acrobat software. Now it is not possible after my laptop's GOC activity. Please assign required authorization.,1
VWITS_Early VS code was installed in my laptop now it's automatically uninstalled.,1
VWITS_Dock Station not working,1
VWITS_Docker Desktop 4.27 Uninstallation.,1
VWITS_Docker Desktop 4.31 Uninstallation.,1
VWITS_Docker Desktop 4.32 Uninstallation.,1
VWITS_Docker Desktop 4.34 Uninstallation.,1
VWITS_Docker Desktop not working can you please help on the same?,1
VWITS_Docker desktop is not working,1
VWITS_Docker license request,1
VWITS_Docker station is not working,1
VWITS_Docker update,1
VWITS_Enable IIS components to my system.,1
"VWITS_Enable \""ManageEngine UEMS Agent Tray Icon\"" services.",1
VWITS_Enable lan port,1
VWITS_Enable virtual smart card,1
VWITS_Enabling Screensavers on all the users laptop as empty.,1
VWITS_Enabling Screensavers on all the users laptop from 17th January 2025 and remove existing screensaver,1
VWITS_Domains are reachable from the office network,1
VWITS_Don't have Manage engine in laptop to install softwares.,1
VWITS_Downgrade installed Node.js from version 23.11.1 to 18.19.X for development purpose.,1
VWITS_Download SAP GUI latest version 800 in system.,1
VWITS_Download of KEEPASS,1
VWITS_Drive is full require storage cleanup,1
VWITS_Dry Run for SAP event setup,1
VWITS_Due to certificate revoked issue I got my new PKI card. I want to enable the punch-In\\Out and printer configuration with my new PKI card.,1
"VWITS_Due to rebranding, we need to change initials of DL.",1
"VWITS_Due to security risks, Tomcat upgradation is required",1
"VWITS_Facing Network issues while accessing Virtual Machines in Hudson, and works good in Congo.",1
"VWITS_Facing frequent wi-fi disconnection issue in Hudson, on 6th floor",1
VWITS_Facing internet connection issue in office on network vw-group...,1
VWITS_Facing issue for local build due to zscaler,1
VWITS_Facing issue in Onedrive for 1 specific folder.,1
VWITS_Facing issue with Microphone of headset.,1
VWITS_Facing issue with the laptop.,1
"VWITS_Facing issue with the laptop. After logging to the laptop after few minutes the system is getting hanged when i use the copy, paste options and these options are not working. On 4th march i have showed this issue to the IT team they said that there",1
VWITS_Facing issues in my laptop camera,1
VWITS_Edge Extension Required  Name: React Developer Tools,1
VWITS_Edit the Path system variable for Java,1
VWITS_Email DL access,1
VWITS_Email not receiving,1
VWITS_Emails recovery for year 2023,1
VWITS_Emails recovery for year 2024,1
VWITS_Enable API access for mailbox gps_amat_cpi_alerts.vwag.r.wob@volkswagen.de,1
"VWITS_Error of out of storage for shared drive \\\\\\\\VWVIRCSFS\\\\Finance_5001, please resolve",1
"VWITS_Every time I log in to my system, Microsoft Teams and Outlook does not work. It works after logging in from browser in Office 360. This process  is time taking. I have already changed password also. And this issue happening after motherboard issue r",1
VWITS - ITS Alerts pending from long time in PRTG,1
VWITS - LAN port required for room schedular device at Hudson 5th floor location,1
VWITS - Microsoft Teams: Request for temporary permission of MS Teams Meeting Recordingrecording,1
VWITS - Network Access List verification,1
VWITS - PRiSM Training setup and IT support require for innovation room,1
VWITS - Provide LAN and WAN subnet share for Hudson location,1
VWITS - Provide firewall policy for all location,1
VWIT-password of IT_infra,1
VWITI have to reset password for my Service account - pa-service.powerplatform.pd-service.qa-env@volkswagengroup.onmicrosoft.com,1
VWITS (9790) -S-User ID Deletion,1
VWITS_Existing PKI ID doesnt work when punching in and Out. Also sometimes it doesnt work in Canteen. requesting new PKI ID card,1
VWITS_Experiencing an issue when trying to connect my smart card.,1
VWITS_External Keyboard require for VIP user,1
VWITS_FW: Request for approval to add new Joiner in B2B and COCOA domains,1
"VWITS_Facing issues in my laptop camera, In meetings not able to turn on the camera, button getting disabled",1
"VWITS_Facing issues with headphones,frequent disconnect from the system.",1
