Title,Service_Request_Count,Percentage
VWITS_KIRA resource access V:VWAG_AD_VWG,1,0.0
VWITS_KIRA resource access V:VWAG_APAC_AD,1,0.0
VWITS_KIRA resource access V:VWAG_CMDB_VW_USER,1,0.0
VWITS_KIRA resource access V:VWAG_EASY4Q_USER,1,0.0
VWITS_KIRA resource access V:VWAG_GROUPFIND_USER,1,0.0
VWITS_KIRA resource access V:VWAG_GRPSH_USR,1,0.0
VWITS_KIRA resource access V:VWAG_MDM_MSO365_USER,1,0.0
VWITS_KIRA resource access V:VWAG_NAD_PERSONAL,1,0.0
VWITS_KIRA resource access V:VWAG_NBHB_USER,1,0.0
VWITS_KIRA resource access V:VWAG_PIM_VWAG_ACCESS,1,0.0
VWITS_KIRA resource access V:VWAG_SERVICECENTER_USER,1,0.0
VWITS_KIRA resource access V:VWAG_SERVICECENTER_USER V:VWAG_SMILE V:V-UNIXWOB,1,0.0
VWITS_KIRA resource access V:VWAG_SMILE,1,0.0
VWITS_KIRA resource access V:VWAG_STIBAM_MITARBEITER,1,0.0
VWITS_KIRA resource access for  SOP 100,1,0.0
VWITS_KIRA resource access for user,1,0.0
VWITS_KIRA resource access required.V:VWAG_SMILE  V:VWAG_SERVICECENTER_USER V:V-B2B-EXPORT V:V-B2B-FOX V:V-B2BINT V:VWAG_COCOADEV_RDR V:VWAG_COCOA_RDR V:VWAG_TXAAS_OC_ADVANCED V:VWAG_TXAAS_OC_DEVOPS V:VWAG_TXAAS_SERVICE_USERS,1,0.0
VWITS_KIRA resource access- V:VWAG_NAD_Client_Admin,1,0.0
VWITS_KIRA resource assignment,1,0.0
VWITS_KIRA resource assignment for FAP team members,1,0.0
"VWITS_KIRA resource to be added , user and KIRA resource details are attached",1,0.0
VWITS_KIRA resource to be added to DS6PNFR (username )and emp ID: 104220,1,0.0
VWITS_KIRA resource to be added to G0V3LHD (username ) and emp ID: 104239,1,0.0
VWITS_KIRA resource to be added to U3JZFIC (username )and emp ID:104222,1,0.0
VWITS_KIRA resource/s to be added for below user,1,0.0
VWITS_KIRA resources  are required   V:VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_KIRA resources Access,1,0.0
VWITS_KIRA resources access  - V:VWAG_CMDB_VW_USER,1,0.0
"VWITS_KIRA resources access  - V:VWAG_COCOADEV_RDR\""",1,0.0
VWITS_KIRA resources access - V:V-B2B-EXPORT,1,0.0
"VWITS_KIRA resources access - V:VWAG_COCOA_RDR\""",1,0.0
VWITS_KIRA resources access - V:VWAG_InternalX,1,0.0
VWITS_KIRA resources access - V:VWAG_VWDMS_USER,1,0.0
VWITS_KIRA resources access -V:V-UNIXWOB,1,0.0
"VWITS_KIRA resources access -V:VWAG_COCOADEVSTACK_RDR\""",1,0.0
VWITS_KIRA resources access :VWAG_CMDB_VW_USER,1,0.0
VWITS_KIRA resources access Request Suraj More,1,0.0
VWITS_KIRA resources access V:V-B2B-EXPORT,1,0.0
VWITS_KIRA resources access V:V-TISYNCRO,1,0.0
VWITS_KIRA resources access V:VWAG_ALM_USR,1,0.0
VWITS_KIRA resources access V:VWAG_SMILE,1,0.0
VWITS_KIRA resources access VWAG_COCOADEV_RDR,1,0.0
VWITS_KIRA resources access for Neha Sonawane - V:VWAG_CMDB_VW_USER,1,0.0
VWITS_KIRA resources access for Nishank Firke - V:V-B2BINT,1,0.0
VWITS_KIRA resources access for Nishank Firke - V:VWAG_CMDB_VW_USER,1,0.0
VWITS_KIRA resources access for Nishank Firke - V:VWAG_KPDM_INMON,1,0.0
VWITS_KIRA resources access for Nishank Firke - V:VWAG_MDM_MSO365_USER,1,0.0
VWITS_KIRA resources access for Nishank Firke - V:VWAG_SMILE,1,0.0
VWITS_KIRA resources access forV:VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_KIRA resources access- V:VWAG_CMDB_VW_USER,1,0.0
VWITS_KIRA resources access- V:VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_KIRA resources access- V:VWAG_COCOADEV_RDR,1,0.0
"VWITS_KIRA resources access- V:VWAG_COCOA_RDR\""",1,0.0
VWITS_KIRA resources access-V:VWAG_COCOA_RDR,1,0.0
VWITS_KIRA resources needed,1,0.0
VWITS_KIRA resources needed V:VWAG_COCOADEVSTACK_RDR V:V-UNIXWOB V:VWAG_VWDMS_USER,1,0.0
VWITS_KIRA resources required for T and I project for associates,1,0.0
VWITS_KIRA resources required for project onboarding,1,0.0
VWITS_KIRA resources- V:VWAG_MDM_MSO365_USER,1,0.0
VWITS_KIRA role access,1,0.0
VWITS_KIRA role assignment V:VWAG_DFQ_AQ2_SAPGUI for user,1,0.0
VWITS_KIRA role assignment V:VWAG_DFT_AQ2_SAPGUI for user,1,0.0
VWITS_KIRA roles access required,1,0.0
VWITS_KIRA roles required,1,0.0
VWITS_KIRA roles: vwag_devstack_aoo_license vwag_devstack_bamboo_license vwag_devstack_bitbucket_license vwag_devstack_confluence_license vwag_devstack_jira_license vwag_global_cariad-safe-global-reading-permissions,1,0.0
VWITS_KIRA-Resource Access,1,0.0
VWITS_KMDB portal access for Network Team,1,0.0
"VWITS_KVS KIRA role \""V:V-KVS_USER\""",1,0.0
VWITS_KeePass 2.57 for window patch not available in SCCM,1,0.0
VWITS_KeePass Software required,1,0.0
VWITS_Keepa and mange enginee access needed,1,0.0
VWITS_Keepass password is noi working,1,0.0
VWITS_Keepass software required,1,0.0
VWITS_Keyboard - New HDMI cable - the cable is taken by someone from desk Headset - broken,1,0.0
VWITS_Keyboard allocation for VIP,1,0.0
VWITS_Kindly Add German Time zone to System and Keep it secondary.,1,0.0
VWITS_Kindly add :cgm-vwits-clouddevops-sdc,1,0.0
VWITS_Kindly add KIRA into the given group -  VWAG_E2E_OC_SUPPORT,1,0.0
VWITS_Kindly add below project detail,1,0.0
"VWITS_Kindly add confluence group \""cgm-vwits-clouddevops-sdc\""",1,0.0
VWITS_Kindly add me in GGN location Outlook group VWVI DL PL VWITS_GGN as I am unable to get common updates,1,0.0
VWITS_Kindly add my employee ID/VW ID to all important Pune DL's.,1,0.0
VWITS_Kindly add my user Id in communication Auto mailed DL.,1,0.0
VWITS_Kindly add the KIRA to account: V:VWAG_COCOADEVSTACK_RDR.,1,0.0
VWITS_Kindly add user mentioned in PD to the daily ePO dump (09 - Other - Managed Clients - SKODA AUTO VW India - EPO - SAE4CI) that is received from antivirus@volkswagen.de .,1,0.0
VWITS_Kindly assign admin access in my new laptop based on old ticket RITM16611084,1,0.0
VWITS_Kindly assist me to access the given KIRA roles,1,0.0
VWITS_Kindly assist me with the virtual PKI card,1,0.0
VWITS_Kindly configure the Virtual PKI card in laptop,1,0.0
VWITS_Kindly create an SSL Certificate using the attached CSR file and use the resource account as  VWITS.Digi.Support@volkswagen.co.in. Kindly assign the ticket to UAM Team. Thanks,1,0.0
VWITS_Kindly grant access on the below given shared path and all internal folders for VWITS RPA Project purpose.,1,0.0
VWITS_Kindly grant access to below KIRA resources,1,0.0
VWITS_Kindly help in installing certificates for java as mentioned on confluence page here https://devstack.vwgroup.com/confluence/pages/releaseview.action?pageId=36303022,1,0.0
VWITS_Kindly help me to configure the office printer.,1,0.0
VWITS_Kindly help me to upgrade my laptop to Win 11 as it's failing to upgrade even in office network.,1,0.0
VWITS_Kindly help to execute wsl --update command,1,0.0
"VWITS_Kindly help with uninstallation of mentioned softwares from my laptop: Windows Subsystem for Linux 2, PyCharm 2023 Community, Npcap 1 OEM, Workspace App 4",1,0.0
VWITS_Kindly install Eclipse on my host,1,0.0
VWITS_Kindly install MobaXterm software in my local machine.,1,0.0
"VWITS_Kindly install PuTTy CAC ,Pageant software on my host",1,0.0
VWITS_Kindly install PuTTy software on my host:,1,0.0
VWITS_Kindly install SVN in my system.,1,0.0
VWITS_Kindly install Visual Studio Code into my system. Thanks,1,0.0
VWITS_Kindly install citrix receiver in my newly replaced laptop with hostname VWVITHLPUG1482. currently I am unable to open any on Citrix apps. -,1,0.0
VWITS_Kindly install db viewer in my system.,1,0.0
VWITS_Kindly install microsoft windows desktop runtime 6.0,1,0.0
VWITS_Kindly install putty and winscp in my system.,1,0.0
VWITS_Kindly install putty package (PuTTY CAC 0.80.0.0) on my system,1,0.0
VWITS_Kindly install python 3.11 on my system,1,0.0
VWITS_Kindly install python on laptop,1,0.0
VWITS_Kindly install the monitor on mydesk (HUD-06-367),1,0.0
VWITS_Kindly install winscp and putty in my system,1,0.0
VWITS_Kindly let me know the status of RITM14134933,1,0.0
VWITS_Kindly please Pusch Updated Version of CONNECT Software on this Hostname,1,0.0
VWITS_Kindly please provide me the access for MS team recording,1,0.0
VWITS_Kindly provide DevStack access for the below user id,1,0.0
VWITS_Kindly provide KIRA resource -VWAG_COCOADEV_RDR.  Username - EMMBZKJ Email id- manali.kulkarni@volkswagen.co.in,1,0.0
VWITS_Kindly provide KIRA resources,1,0.0
VWITS_Kindly provide Recording/Transcripton access in MS Teams,1,0.0
VWITS_Kindly provide access,1,0.0
VWITS_Kindly provide access to record calls in teams,1,0.0
VWITS_Kindly provide access to record teams call,1,0.0
VWITS_Kindly provide location DL access to me for sending out monthly training calendars,1,0.0
VWITS_Kindly provide me below mentioned share folder access-\\\\10.105.152.23\\IT_infra_3005\\PO,1,0.0
VWITS_Kindly provide me docker access so I can containerize EDI application for deployment.,1,0.0
VWITS_Kindly provide me the MS Teams Recording Access.,1,0.0
VWITS_Kindly provide printer access,1,0.0
VWITS_Kindly provide recording access on Microsoft Teams.,1,0.0
VWITS_Kindly provide source account full access to mentioned users,1,0.0
VWITS_Kindly provide the access to the Charm tool for supporting the authorization related tasks for ET2000 systems for South Africa.,1,0.0
VWITS_Kindly provide the below mentioned  KIRA resource for NVS NOLIS and Viking Service,1,0.0
VWITS_Kindly provide the network access DEP for the MacBook.,1,0.0
VWITS_Kindly reinstall OS in my laptop (GOC),1,0.0
VWITS_Kindly request read and write access to the following folder on the shared path:  \\\\10.105.152.23\\Rewards_and_Recognition,1,0.0
VWITS_Kindly request you to update my shift records accordingly.,1,0.0
"VWITS_Kindly request your support to generate certificates for the following technical users,  1. VTFTECH1      TAIHHEZ",1,0.0
"VWITS_Kindly request your support to generate certificates for the following technical users,  3. VTFTECH3      VT68Q57",1,0.0
"VWITS_Kindly request your support to generate certificates for the following technical users,  4. VTFTECH4      SNN988D",1,0.0
VWITS_Kindly reset the Signature PUK (PKI) Pin,1,0.0
VWITS_Kindly revoke CMS Tool access,1,0.0
VWITS_Kindly revoke access of below links,1,0.0
VWITS_Kindly revoke administrator access,1,0.0
VWITS_Kindly revoke the Access for user>>GB03N49,1,0.0
"VWITS_Kindly revoke the exception and confirm to following DL VWVI DL PL VWITS, Information Security>>>Please provide me sccm cansole access.>>>User ID:DBR85S0",1,0.0
VWITS_Kindly revoke the internet access,1,0.0
VWITS_Kindly transfer the ownership of  virtual machine 'SAVWICKSAPRUNR',1,0.0
VWITS_Kindly uninstall horizon client on my machine and install new version on my machine,1,0.0
VWITS_Kindlyr revoke admin access,1,0.0
VWITS_Kira access V-EASYFORENSIK,1,0.0
VWITS_Kira resource Access for HWP project.,1,0.0
VWITS_Kira resource V:VWAG_BIGIQ_E2ELB,1,0.0
VWITS_Kira roles access,1,0.0
VWITS_Kubectl installation,1,0.0
VWITS_LAN network is not stable at 7th floor Hudson building W/S no. HUD-07-196,1,0.0
VWITS_LAN or tower internet is not working,1,0.0
VWITS_LAN port activation for Avaya phone,1,0.0
"VWITS_Lan D-043 port enable location Hudson, 5th floor, security reception",1,0.0
VWITS_Lan port Disable D130 and Enable D129 Hudson 6th floor DMS video wall,1,0.0
"VWITS_Lan port enable D-018, Hudson, 7th floor for Canon printer",1,0.0
VWITS_Lan port enable D34 for Avaya phone Hudson location 5th floor near board meeting room,1,0.0
"VWITS_Lan port enable location- Hudson, 6th floor, Lan port number D-224",1,0.0
VWITS_Lan port require at 6th floor BMS room,1,0.0
VWITS_Laptop,1,0.0
VWITS_Laptop C- drive is memory full.,1,0.0
VWITS_Laptop Changer issue,1,0.0
VWITS_Laptop Downward key not working - required to change Key Board,1,0.0
VWITS_Laptop G5 replacement,1,0.0
VWITS_Laptop GOC request congo,1,0.0
VWITS_Laptop Replacement: Current laptop is in Admin group. So please add my new hostname: IIINPUNCLPG0413 in admin group.,1,0.0
VWITS_Laptop bag is torn.,1,0.0
VWITS_Laptop charger,1,0.0
"VWITS_Laptop configuration (SSD, RAM, Processing speed) is not enough for the day to day tasks, currently running out of storage space  and need extra storage for installing applications like TIA portal. Please provide higher configuration laptop",1,0.0
VWITS_Laptop de-bonding process for Mac-book laptop,1,0.0
VWITS_Laptop gets stuck in between leaving no option  to restart in between the demos with clients,1,0.0
VWITS_Laptop has been replaced please installed all previous assets software.,1,0.0
VWITS_Laptop is not able to start issue,1,0.0
"VWITS_Laptop is not starting, giving bips",1,0.0
"VWITS_Laptop is not working properly, need a format",1,0.0
VWITS_Laptop issue,1,0.0
VWITS_Laptop making sound and getting shut down abruptly,1,0.0
VWITS_Laptop replaced old laptop has Macbinding kindly allocate IP to new laptop .,1,0.0
VWITS_Laptop replacement required due to bitlocker not working,1,0.0
VWITS_Laptop replacement within the team.,1,0.0
"VWITS_Laptop replacement, need all software in new laptop",1,0.0
VWITS_Laptop screen damaged,1,0.0
VWITS_Laptop working slow,1,0.0
VWITS_LeanIX access is not working,1,0.0
VWITS_LeanIX access issue,1,0.0
VWITS_Leave applying issue,1,0.0
VWITS_Link:www.zagglepropel.com  not taking OTP generated on mobile or on mail though it is received on mail or on mobile,1,0.0
VWITS_Local admin access is frequently needed in our Project (JV_CONNECT) to install and Test various (upcoming) version of CONNECT (Teamcenter)>>>User ID:D8L6K35,1,0.0
VWITS_Local admin access is frequently needed in our Project(JV_CONNECT)  to install and Test various (upcoming) version of CONNECT (Teamcenter).,1,0.0
VWITS_Location Hudson 6th floor Lan port D 120 request for enable,1,0.0
VWITS_MAC Binding request for Hostname: VWVITHCPUA2231 ; IP: 10.105.152.63,1,0.0
VWITS_MAIL ID Mapping with AUDIO-VIDEO Resource Account,1,0.0
VWITS_MAN citrix certificate,1,0.0
VWITS_MBW-Client desktop is not visible in Citrix workspace,1,0.0
VWITS_MS Recording Access_D0YHHH0,1,0.0
"VWITS_MS SQL studio login issue , even though credentials are correct",1,0.0
VWITS_MS TEAMS RECORDING ACCESS,1,0.0
VWITS_MS Teams Recording Access Request,1,0.0
