Title,Incident_Count
VWITS_I want to download Lightshot Apps(which is not available in our oganisation landscape.I think it will be from google or outside.how i will do please guide me,1
VWITS_I want to enable WSL2 in my machine in order to run mongo db containers as all other alternatives are either paid no complaint. so let me know if it is possible to enable WSL2 feature on my machine.,1
VWITS_I want to format my Desk PC at Desk No.142. This PC was used by another user and has been recently allotted to me. So I want  to format and use as a fresh PC,1
VWITS_I want to format my PC at Congo 9th floor of desk no W/S-141.,1
VWITS_I want to format the 'VWVITHCPUA271' desktop system.,1
VWITS_I want to get Cocoadevstack installed,1
"VWITS_I want to get IP range details of my device, as i need for whitelisting of my IP address for azure valut access for my project work",1
VWITS_I want to get added to all Organisation Related DL mailing list.,1
VWITS_I want to get avail SIM card that are provided by company for employees.  Please provide me the SIM.,1
VWITS_I want to have a VS Code programme on my computer,1
VWITS_I want to have the access for this sharedrive \\\\10.105.152.23\\VWITS-IT-Infra-Automation\\IT_ServiceDesk_AISHA,1
"VWITS_I want to highlighting that In MacBook's, traffic is going on Germany Zsacaler server gateway.vw-wob.zscloud.net:443 while it should go on local zscaler server 165.225.124.46:443. due to this system internet as well as intranet site are working slow",1
VWITS_I want to increase Cache memory for cameo which need admin access.,1
VWITS_I want to increase cache memory of EA Sparx application,1
VWITS_I want to install AWS CLI,1
VWITS_I want to install AWS SAM Cli for MY current project,1
"VWITS_I want to install Azure CLI, KubeCTL, Terraform, Docker Desktop, WSL software tools to my system.",1
VWITS_I want to install Chrome browser on my machine,1
Application of Earned Leaves,1
VWITS_I want to install CitrixWorkspaceApp to access Scania VDI,1
VWITS_I want to install DOCKER and KUBERNETES on my Machine,1
"VWITS_I want to install IntelliJ ultimate version, Docker Desktop, JDK17, Node 20, Slack in my desktop.",1
VWITS_I want to install Notepad++ in my system,1
VWITS_I want to install Power BI in my system,1
"VWITS_I want to install Power Bi desktop, need admin permissions.",1
"VWITS_I want to install Printer on my laptop, I need it for my daily tasks",1
VWITS_I want to install Python At path level and Some enviroment variable at system level.,1
VWITS_I want to install SAP GUI 7.70,1
VWITS_I want to install SAP S4/HANA sandbox software,1
VWITS_I want to install SAP Sandbox Software,1
VWITS_I want to install STS(Spring Tool Suite) on my system,1
"VWITS_I want to install Selector Hub add-on to my browser, which will help to save much time in our ongoing project",1
VWITS_I want to install angular 20.1.4 in my system,1
VWITS_I want to install docker for Current project,1
VWITS_I want to install dotnet software on my machine,1
VWITS_I want to install draw.io,1
VWITS_I want to install few extensions on my web browser,1
VWITS_I want to install git and Node js. these are open-source softwares. can you please help me in the installation.,1
VWITS_I want to install latest version of citrix workspace on my machine,1
VWITS_I want to install manage engine,1
VWITS_I want to install manage engine in my system for installing softwares,1
"VWITS_I want to install new java related software, need admin username and password",1
VWITS_I want to install new version of automation anywhere,1
Apply Earned Leave,1
VWITS_I want to install ollama on my system and I had tried to install using selfservice portal but is showing installing for 2-3 hours,1
VWITS_I want to install oracle VirtualBox software,1
VWITS_I want to install oracle software in my new machine.,1
VWITS_I want to install postgres,1
VWITS_I want to install python and azure sdk in my laptop,1
"VWITS_I want to install python, Azure SDK and terraform",1
"VWITS_I want to install the Git , node js these are open-source software which are used in project. I could not find these directly in my serve software can you please help me. what are the procedure for these software installation",1
"VWITS_I want to install the software called Microsoft .Net sdk, I have completed process of approval for software requisition, need further assistance",1
"VWITS_I want to install visual studio code, c# and terraform",1
VWITS_I want to install vs build tools,1
VWITS_I want to install vs code and git for project work,1
"VWITS_I want to install vscode and pycharm for my training. I am not able to find engine manager to install this software, How should proceed to install this application",1
VWITS_I want to know if I can get the Monitor for Work from home purpose.,1
VWITS_I want to know the consequences of not showing up for a booked meal. Does it affect my salary ?,1
VWITS_I want to know the process of 24*7 on call support and also teh allowances,1
VWITS_I want to know the zscaler IP ranges so that I can whitelist them all on Azure as currently we have to add the IP to Azure resource everyday because the is dynamic.,1
VWITS_I want to login in SAP EPR and I get the following error. I have restarted the PC but the error exists. I have been logged in since morning without any issue,1
VWITS_I want to login my volkswagen credentials in my mobile teams.,1
"VWITS_I want to printer access, my location Hudson 6th floor",1
VWITS_I want to raise  ticket to get access to Power App so that I can raise  Purchase Order.,1
VWITS_I want to raise a PKI Card issue ticket for my colleague,1
VWITS_I want to raise a query for installation and setup of VS Code and Py charm software,1
"VWITS_I want to raise a ticket for Remote desktop connection, Hostname :VWVITHCPUA311",1
"VWITS_I want to raise an IT issue. Not able to open Microsoft age through Citrix. Want to connect MAN outlook as well as Service Now. My email ID-sachin.thakur@vwgds.in , Employee code - 40097193.\r\n\r\nThanks\r\n",1
VWITS_I want to raise query for devstack and jfrog acesss for the new joinee interns,1
"VWITS_I want to raise ticket for Remote desktop connection, Hostname : VWVITHCPUA311",1
VWITS_I want to re-install the InformaticaPowerCenter Client 10.5.2 as i am not able to work on it.,1
VWITS_I want to regularize my attendance for date 10 Dec 2025 as i somehow forgot to regularize on time,1
VWITS_I want to remove Admin access from my system.,1
VWITS_I want to reopen a ticket 16630,1
VWITS_I want to replace the dongle as its having issue with battery,1
VWITS_I want to reschedule the approval check status of Labour Wage Codes 01 1013214095 and Compensation structure review and Impact 1013225484,1
VWITS_I want to reset my Password.,1
VWITS_I want to reset my account password as i forgot my old one syed.ali@volkswagen.co.in,1
VWITS_I want to reset password of my DLAD account?,1
VWITS_I want to retrieve old files which is created by previous resource in MacBook,1
VWITS_I want to retrieve old files which my previous resource created.,1
VWITS_I want to send some files to my personal email,1
VWITS_I want to share my location for BGV form submission its not allowing me to share . its asking to take admin permission,1
"VWITS_I want to sign PDF document digitally, PKI card signature pin is blocked, please help in this case",1
VWITS_I want to swipe Function and Control keys for my Lenovo laptop kindly help,1
"VWITS_I want to take a color printout of the cover letter for business visa, but I don't have access to the color print option.  Can you please grant me access. PFA approval from reporting manager.",1
VWITS_I want to take the remote access of z-book from the business laptop,1
